gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000081201,2.3695568749296094,-0.5728821379282203,1.2155312457211171,-0.47130186076652963,0.637425187055187,0.7550382975528929
ENSMUSG00000082193,26.42305455337502,0.19366008788056008,0.3554062452965786,0.5448978188859767,0.5858237964585484,0.7129781170627236
ENSMUSG00000032769,4.090995459716731,-0.6713998435869171,0.9639083781470054,-0.6965390682438098,0.4860912994819393,0.6281100523264033
ENSMUSG00000073737,17.3288135284964,-0.013932395284162857,0.4526128688336747,-0.03078214572215954,0.9754432793223459,0.98532785908241
ENSMUSG00000025925,1106.1237037554504,0.042039636752686356,0.075978954767194,0.5533063317533045,0.5800536660907565,0.7075551634343991
ENSMUSG00000043716,18116.060930157088,-0.014403231444853263,0.03919375256062172,-0.3674879414155486,0.7132550849549901,0.8128254042138704
ENSMUSG00000025921,299.04745551197686,0.12077586207127967,0.1121820844156596,1.0766056157753159,0.28165649431237305,0.41877382146560405
ENSMUSG00000025920,22.748053175783596,1.005329208110622,0.40503624031664104,2.4820722395721826,0.013062079163240555,0.030632974307414105
ENSMUSG00000025939,560.6747976835652,0.259627165951575,0.09102566261088885,2.852241428457532,0.004341211503659501,0.011348056248533142
ENSMUSG00000079658,1202.248825695893,-0.18171777736060163,0.07190213826197257,-2.5272930924323855,0.01149455316498119,0.027302987482030378
ENSMUSG00000025940,524.0440028210805,-0.03927316790925711,0.09184218339312973,-0.4276157911136393,0.6689308672769987,0.7792355705398641
ENSMUSG00000025779,57.45630189578586,0.3473486093553038,0.25148718100082,1.381178189572101,0.16722417912834153,0.27617885414900967
ENSMUSG00000091020,15.448001266058522,-0.5137743336688363,0.4849506333004009,-1.0594363598873386,0.28940109794878394,0.42784245699060974
ENSMUSG00000042686,1.5088239318251238,-1.9040591777078641,1.6319213578037777,-1.1667591508639403,0.24330764779189654,0.3726245411684875
ENSMUSG00000067780,2.740607065724525,0.39504472310741723,1.1227896742298025,0.35184214120815205,0.7249566526027613,0.8217763104208318
ENSMUSG00000060128,13.17997133567499,-0.10355055847940561,0.5113726078923111,-0.2024953172720822,0.8395295188624303,0.8994314638732139
ENSMUSG00000090142,2.4807258931638017,0.8375603130924286,1.2290757265381216,0.6814554180900997,0.4955833670135111,0.6362060781514938
ENSMUSG00000025929,6.609207203145158,0.45588552984834596,0.7217026573196451,0.6316805476946337,0.5275956414608063,0.6644194690294251
ENSMUSG00000041872,5.162884972242362,0.5076101061084601,0.8299372912418493,0.6116246510009382,0.5407861246248395,0.6751078712964236
ENSMUSG00000041859,4980.727218383411,-0.4956708732455091,0.04720833596070941,-10.499647216077399,8.670354878502993e-26,1.3161774753382334e-24
ENSMUSG00000025931,89.59600943147377,1.1817492805593885,0.20581811215884724,5.7417166456532875,9.37215537466147e-9,5.4510399963549676e-8
ENSMUSG00000041809,5.7616925214795724,1.270234822726477,0.8462771876869358,1.5009678167011826,0.1333638858771271,0.22923489363680963
ENSMUSG00000041779,432.06574051615866,-0.32089731690725853,0.10180761632953557,-3.1519971538137517,0.0016215785393565733,0.004637549208108861
